class,feature0,feature1,feature2,feature3
bg,0.528960645198822,-0.3295421898365021,-0.3764813244342804,-0.4563271701335907
bg,0.5286102890968323,-0.32643258571624756,-0.3482831120491028,-0.44806891679763794
bg,0.5329848527908325,-0.3360865116119385,-0.356302410364151,-0.44264018535614014
bg,0.5373501777648926,-0.32582584023475647,-0.35059189796447754,-0.45718884468078613
bg,0.5229597687721252,-0.32575491070747375,-0.3701174855232239,-0.44799062609672546
bg,0.5391103029251099,-0.3329787850379944,-0.3350525498390198,-0.4449697732925415
bg,0.5262323021888733,-0.3287031650543213,-0.3680582046508789,-0.4503166675567627
bg,0.5218138694763184,-0.32196712493896484,-0.34621620178222656,-0.4431098699569702
bg,0.5324738025665283,-0.3271145820617676,-0.37161800265312195,-0.44879528880119324
bg,0.5400509834289551,-0.3181474506855011,-0.3610863983631134,-0.4597319960594177
bg,0.5303773880004883,-0.3249434530735016,-0.37233299016952515,-0.45087212324142456
bg,0.5321363210678101,-0.32462742924690247,-0.3765055239200592,-0.45604071021080017
bg,0.5277134776115417,-0.33847302198410034,-0.3490801453590393,-0.4431883692741394
bg,0.5220938324928284,-0.3369125425815582,-0.3383139371871948,-0.4444175660610199
bg,0.525029182434082,-0.3304615318775177,-0.33714544773101807,-0.4262690246105194
bg,0.5386218428611755,-0.32876309752464294,-0.34871551394462585,-0.4504447281360626
bg,0.5382934212684631,-0.3210064768791199,-0.3728416860103607,-0.45294129848480225
bg,0.538226842880249,-0.3195488154888153,-0.34306177496910095,-0.45387330651283264
bg,0.5403396487236023,-0.34728291630744934,-0.3586914539337158,-0.42513754963874817
bg,0.5300732254981995,-0.3140403926372528,-0.3839472830295563,-0.4451424181461334
bg,0.5251560807228088,-0.32087647914886475,-0.3409160077571869,-0.4483391344547272
bg,0.531816303730011,-0.3232700824737549,-0.35284730792045593,-0.44615083932876587
bg,0.5423283576965332,-0.3291609585285187,-0.3706742823123932,-0.44137054681777954
bg,0.5461433529853821,-0.330425500869751,-0.38983315229415894,-0.46480661630630493
bg,0.537714421749115,-0.3310551345348358,-0.3691638708114624,-0.46188321709632874
bg,0.5247104167938232,-0.32923170924186707,-0.3698413372039795,-0.44682052731513977
bg,0.5345024466514587,-0.3339945375919342,-0.3629988133907318,-0.4354696571826935
bg,0.528984546661377,-0.31916359066963196,-0.3443697690963745,-0.4507572650909424
bg,0.5280865430831909,-0.31839245557785034,-0.3730086088180542,-0.4434063732624054
bg,0.5427472591400146,-0.31738337874412537,-0.3502601385116577,-0.4534541368484497
bg,0.5264604091644287,-0.3287314474582672,-0.3531426191329956,-0.44296929240226746
bg,0.5303955078125,-0.3309045732021332,-0.3515922427177429,-0.4394282400608063
bg,0.5292816758155823,-0.3318205177783966,-0.3431544005870819,-0.4386671483516693
bg,0.5217364430427551,-0.3339519500732422,-0.336056113243103,-0.4444665312767029
bg,0.5395265221595764,-0.3161906599998474,-0.3532458543777466,-0.4531751573085785
bg,0.5301676392555237,-0.3088432252407074,-0.33482760190963745,-0.45014339685440063
bg,0.5225780606269836,-0.29838165640830994,-0.3943546414375305,-0.42128846049308777
bg,0.523999810218811,-0.2874298095703125,-0.37209782004356384,-0.4473037123680115
bg,0.5306851863861084,-0.3039948344230652,-0.3524642288684845,-0.45927026867866516
bg,0.5312243103981018,-0.32845425605773926,-0.33377259969711304,-0.4586228132247925
bg,0.5295758247375488,-0.35611337423324585,-0.3626348078250885,-0.453138142824173
bg,0.5372977256774902,-0.36903491616249084,-0.3256850242614746,-0.4600946009159088
bg,0.5356838703155518,-0.37833482027053833,-0.3142649829387665,-0.4590592384338379
bg,0.5313382148742676,-0.376094788312912,-0.32513996958732605,-0.47723522782325745
bg,0.5187657475471497,-0.372013121843338,-0.36585256457328796,-0.4713979661464691
bg,0.5203514695167542,-0.3691447377204895,-0.36463531851768494,-0.4643907845020294
bg,0.5244698524475098,-0.3635331988334656,-0.3799361288547516,-0.4542399048805237
bg,0.5162707567214966,-0.33873677253723145,-0.415259450674057,-0.4474451243877411
bg,0.5161294341087341,-0.34668657183647156,-0.4001718759536743,-0.4525147080421448
bg,0.5174949765205383,-0.34652239084243774,-0.3493220806121826,-0.4516044557094574
bg,0.530580997467041,-0.3365100920200348,-0.33805397152900696,-0.4390181601047516
bg,0.5327126383781433,-0.30068251490592957,-0.2936963140964508,-0.40494996309280396
bg,0.5199563503265381,-0.2896031141281128,-0.29758644104003906,-0.407388836145401
bg,0.5188508033752441,-0.30369260907173157,-0.2988623380661011,-0.40924161672592163
bg,0.5254043936729431,-0.2988438904285431,-0.2734774649143219,-0.41393736004829407
bg,0.5040597915649414,-0.28802475333213806,-0.24928902089595795,-0.40338966250419617
bg,0.5443080067634583,-0.272657185792923,-0.3099822402000427,-0.42933499813079834
bg,0.5147898197174072,-0.3280290365219116,-0.3803624212741852,-0.4327472448348999
bg,0.5379152297973633,-0.3156948685646057,-0.36768990755081177,-0.4557759165763855
bg,0.5234752893447876,-0.32875075936317444,-0.34517142176628113,-0.45667582750320435
bg,0.5288421511650085,-0.3280719220638275,-0.35917624831199646,-0.4523148536682129
bg,0.5245739817619324,-0.33516839146614075,-0.3215849697589874,-0.4535781145095825
bg,0.5228304266929626,-0.331801176071167,-0.3320327699184418,-0.44296711683273315
bg,0.5263405442237854,-0.32547280192375183,-0.3337520956993103,-0.4440000057220459
bg,0.5203756093978882,-0.3195524215698242,-0.3668883144855499,-0.43533170223236084
bg,0.5355388522148132,-0.33628618717193604,-0.33143606781959534,-0.45744526386260986
bg,0.5267652273178101,-0.32494381070137024,-0.3617241084575653,-0.4482100307941437
bg,0.5242076516151428,-0.330205500125885,-0.34381169080734253,-0.4486147165298462
bg,0.5228001475334167,-0.3276898264884949,-0.34873056411743164,-0.44936779141426086
bg,0.5236689448356628,-0.3337636888027191,-0.3300037384033203,-0.4497205913066864
bg,0.5210520625114441,-0.3331175446510315,-0.34683701395988464,-0.44852516055107117
bg,0.5258117914199829,-0.3262244164943695,-0.34621649980545044,-0.4492429494857788
bg,0.52317214012146,-0.325970321893692,-0.35058337450027466,-0.4517088532447815
bg,0.5248340964317322,-0.32365670800209045,-0.34131577610969543,-0.45234397053718567
bg,0.51898592710495,-0.32947760820388794,-0.34960660338401794,-0.45106738805770874
bg,0.5247148275375366,-0.3273766338825226,-0.34200629591941833,-0.45157694816589355
bg,0.5189165472984314,-0.3305184543132782,-0.35140979290008545,-0.45012468099594116
bg,0.5209357142448425,-0.3292388319969177,-0.3408040404319763,-0.4496518075466156
bg,0.5208895802497864,-0.3326312303543091,-0.33869779109954834,-0.4468662738800049
bg,0.5297815799713135,-0.3234301507472992,-0.33266395330429077,-0.4532673954963684
bg,0.5264925956726074,-0.3410555422306061,-0.3389662504196167,-0.4353438913822174
bg,0.5012502074241638,-0.3445665240287781,-0.3039934039115906,-0.4283185303211212
bg,0.5046231150627136,-0.30247846245765686,-0.339249849319458,-0.38780978322029114
bg,0.5265071392059326,-0.34103748202323914,-0.33823060989379883,-0.44780436158180237
bg,0.5291036367416382,-0.3091176450252533,-0.36504238843917847,-0.4508626163005829
bg,0.5294244289398193,-0.32064926624298096,-0.3484916388988495,-0.45023706555366516
bg,0.5168836712837219,-0.3183972239494324,-0.3507489562034607,-0.45056086778640747
bg,0.5150142908096313,-0.3163517415523529,-0.3366238474845886,-0.4489889144897461
bg,0.5209967494010925,-0.31042206287384033,-0.33817291259765625,-0.44806283712387085
bg,0.5217798352241516,-0.3181513845920563,-0.3329244554042816,-0.4487707018852234
bg,0.5248284935951233,-0.30923593044281006,-0.3587518334388733,-0.4464107155799866
bg,0.5224716663360596,-0.3182273209095001,-0.35757288336753845,-0.45291268825531006
bg,0.5212230086326599,-0.3190406560897827,-0.3565480709075928,-0.4459686875343323
bg,0.5343992114067078,-0.32298925518989563,-0.3303922712802887,-0.45078742504119873
bg,0.5311284065246582,-0.3086898922920227,-0.34118974208831787,-0.4469093978404999
bg,0.5363796949386597,-0.31759604811668396,-0.3574056029319763,-0.44190871715545654
bg,0.5250576138496399,-0.3172933757305145,-0.3533957004547119,-0.4483695328235626
bg,0.519862949848175,-0.3186357021331787,-0.3499886095523834,-0.4444865584373474
bg,0.5255916118621826,-0.31247958540916443,-0.35346996784210205,-0.4464951753616333
bg,0.5276263356208801,-0.3163718581199646,-0.35084056854248047,-0.4459674060344696
bg,0.5278939604759216,-0.32154351472854614,-0.3657403588294983,-0.4489980638027191
bg,0.5251078009605408,-0.33504819869995117,-0.3657623529434204,-0.4556049108505249
bg,0.5208057165145874,-0.32615864276885986,-0.35106945037841797,-0.4489465355873108
bg,0.5141518115997314,-0.31530481576919556,-0.34836438298225403,-0.45306676626205444
bg,0.5191729664802551,-0.31488093733787537,-0.34475433826446533,-0.4530062973499298
bg,0.5326055884361267,-0.33804628252983093,-0.30494704842567444,-0.4477578103542328
bg,0.5204525589942932,-0.3237500786781311,-0.3450465202331543,-0.43847617506980896
bg,0.5235868692398071,-0.3191450834274292,-0.34282517433166504,-0.4426450729370117
bg,0.5188880562782288,-0.3167390823364258,-0.36386269330978394,-0.4460328221321106
bg,0.5164729356765747,-0.3252541422843933,-0.36517849564552307,-0.44573497772216797
bg,0.5214497447013855,-0.3207717835903168,-0.3336911201477051,-0.4418846666812897
bg,0.5232253074645996,-0.3147220313549042,-0.3373812139034271,-0.44663968682289124
bg,0.5265903472900391,-0.31832635402679443,-0.3431287109851837,-0.44525307416915894
bg,0.5280280709266663,-0.31641241908073425,-0.36249664425849915,-0.45146462321281433
bg,0.52347332239151,-0.31417006254196167,-0.3778661787509918,-0.44844305515289307
bg,0.5206761360168457,-0.32387545704841614,-0.3446245491504669,-0.4561914801597595
bg,0.5380392074584961,-0.3129347264766693,-0.34125247597694397,-0.446354478597641
bg,0.5267052054405212,-0.31840160489082336,-0.34661808609962463,-0.4492424726486206
bg,0.5197993516921997,-0.3225252628326416,-0.3747706115245819,-0.4432831406593323
bg,0.5196059942245483,-0.3256649672985077,-0.3378095030784607,-0.451528400182724
bg,0.5329787731170654,-0.3143693208694458,-0.34462887048721313,-0.4446377754211426
bg,0.5218893885612488,-0.3318963646888733,-0.32442834973335266,-0.44886431097984314
bg,0.5341684818267822,-0.32549116015434265,-0.35184603929519653,-0.4469148814678192
bg,0.52383953332901,-0.32307490706443787,-0.36731696128845215,-0.4499395787715912
bg,0.5163200497627258,-0.3296867311000824,-0.3787805438041687,-0.44592785835266113
bg,0.5320264101028442,-0.3286612331867218,-0.35229071974754333,-0.4568200707435608
bg,0.5326589941978455,-0.3141239583492279,-0.34757691621780396,-0.44216388463974
bg,0.5240313410758972,-0.32625752687454224,-0.3757615089416504,-0.44268500804901123
bg,0.5287417769432068,-0.3185916543006897,-0.3667561709880829,-0.455524742603302
bg,0.5302456617355347,-0.31784746050834656,-0.37444937229156494,-0.4435466229915619
bg,0.5132613778114319,-0.3504583239555359,-0.3733159601688385,-0.44659218192100525
bg,0.5307973623275757,-0.33722516894340515,-0.3657531142234802,-0.45407384634017944
bg,0.5324987769126892,-0.316272109746933,-0.34776633977890015,-0.44784367084503174
bg,0.5238840579986572,-0.3284039795398712,-0.3773438036441803,-0.4389953911304474
bg,0.5171459913253784,-0.33047905564308167,-0.3291850686073303,-0.4612836539745331
bg,0.5307548642158508,-0.3176487684249878,-0.31806278228759766,-0.44935914874076843
bg,0.5086217522621155,-0.32064583897590637,-0.3628906011581421,-0.44892945885658264
bg,0.528200626373291,-0.3183475732803345,-0.3443054258823395,-0.4529317021369934
bg,0.5301330089569092,-0.32099658250808716,-0.34382233023643494,-0.4352216124534607
bg,0.5329912900924683,-0.34110915660858154,-0.32804811000823975,-0.43537214398384094
bg,0.5226508378982544,-0.32784178853034973,-0.36630475521087646,-0.4427657723426819
bg,0.5228258967399597,-0.31498053669929504,-0.37236544489860535,-0.4451058804988861
bg,0.5234576463699341,-0.3417445719242096,-0.3538297712802887,-0.4451046586036682
bg,0.5439713597297668,-0.31136348843574524,-0.37102237343788147,-0.45237112045288086
bg,0.5334436893463135,-0.3338727056980133,-0.3545915484428406,-0.4427516460418701
bg,0.5308281183242798,-0.3148462176322937,-0.36365553736686707,-0.44329318404197693
bg,0.5287477374076843,-0.3225623667240143,-0.3516780436038971,-0.4473360776901245
bg,0.5363249778747559,-0.32118937373161316,-0.3599589467048645,-0.4525134861469269
bg,0.5356295108795166,-0.32330891489982605,-0.35064518451690674,-0.4486542344093323
bg,0.531730055809021,-0.32892826199531555,-0.3739822804927826,-0.449845552444458
bg,0.5207629799842834,-0.33369964361190796,-0.3690088987350464,-0.4522959589958191
bg,0.5164638757705688,-0.35619112849235535,-0.3535245656967163,-0.45476728677749634
bg,0.5291786193847656,-0.3503281772136688,-0.35276755690574646,-0.4379975199699402
bg,0.5278961062431335,-0.3385438024997711,-0.31467828154563904,-0.44046005606651306
bg,0.5159892439842224,-0.3346051275730133,-0.39561814069747925,-0.4470680356025696
bg,0.50473552942276,-0.3395612835884094,-0.3208943009376526,-0.4528375566005707
bg,0.5223137736320496,-0.33046582341194153,-0.3425139784812927,-0.44321998953819275
bg,0.5282822251319885,-0.3230796456336975,-0.38507694005966187,-0.45884403586387634
bg,0.5274609923362732,-0.3048035204410553,-0.35698726773262024,-0.4381207525730133
bg,0.5156388878822327,-0.31828492879867554,-0.3389606475830078,-0.44173142313957214
bg,0.5191003084182739,-0.3218030631542206,-0.3397752046585083,-0.44239747524261475
bg,0.508223831653595,-0.3251214623451233,-0.33459681272506714,-0.43718069791793823
bg,0.532013475894928,-0.3242003321647644,-0.33929142355918884,-0.44547614455223083
bg,0.5283005833625793,-0.3082664906978607,-0.3348391056060791,-0.452804833650589
bg,0.5272634029388428,-0.3180765211582184,-0.3174244463443756,-0.44615212082862854
bg,0.5266937613487244,-0.2917570173740387,-0.29496249556541443,-0.4578176438808441
bg,0.5225236415863037,-0.3218749761581421,-0.307189404964447,-0.44217872619628906
bg,0.5354030132293701,-0.3099505305290222,-0.28013017773628235,-0.42446720600128174
bg,0.4970463216304779,-0.3611156642436981,-0.2847789525985718,-0.4197944700717926
bg,0.5042235255241394,-0.3376949429512024,-0.285783052444458,-0.40504345297813416
bg,0.5101180076599121,-0.31331270933151245,-0.3050878643989563,-0.4085206091403961
bg,0.5247384309768677,-0.3182964026927948,-0.32635822892189026,-0.41308656334877014
bg,0.4997255504131317,-0.3490335941314697,-0.3260401487350464,-0.43025878071784973
bg,0.5119884014129639,-0.34880611300468445,-0.3114388585090637,-0.4255011975765228
bg,0.5036697387695312,-0.3339936435222626,-0.30812063813209534,-0.4323446452617645
bg,0.4871324598789215,-0.3258376121520996,-0.3113044500350952,-0.4438326060771942
bg,0.49398383498191833,-0.3231041133403778,-0.3364757299423218,-0.4487425684928894
bg,0.5097063779830933,-0.3243991434574127,-0.37083303928375244,-0.44817018508911133
bg,0.5161758661270142,-0.34111538529396057,-0.3718818724155426,-0.4474429488182068
bg,0.5288518667221069,-0.32772842049598694,-0.36967888474464417,-0.44366633892059326
bg,0.5361263751983643,-0.3240390121936798,-0.36549586057662964,-0.43962764739990234
bg,0.5194054245948792,-0.3135860562324524,-0.34377747774124146,-0.43914228677749634
bg,0.5221876502037048,-0.3276193141937256,-0.34888067841529846,-0.4478633999824524
bg,0.5287051796913147,-0.32932713627815247,-0.3492816984653473,-0.4516569674015045
bg,0.5275489091873169,-0.340493768453598,-0.36846938729286194,-0.4616152346134186
bg,0.5279822945594788,-0.3400345742702484,-0.3446776270866394,-0.46165135502815247
bg,0.5239691138267517,-0.3325047791004181,-0.3523576259613037,-0.45720067620277405
bg,0.5240810513496399,-0.32928016781806946,-0.33104845881462097,-0.43994268774986267
bg,0.5192409157752991,-0.33655011653900146,-0.3412853181362152,-0.45381882786750793
bg,0.5194513201713562,-0.3230023980140686,-0.32381001114845276,-0.4486708641052246
bg,0.5192869305610657,-0.3110870122909546,-0.3768007457256317,-0.4460635185241699
bg,0.5122620463371277,-0.3260641396045685,-0.33437517285346985,-0.4410032331943512
bg,0.5340534448623657,-0.316582053899765,-0.3345276117324829,-0.44061365723609924
bg,0.5320401787757874,-0.3174307942390442,-0.3492289185523987,-0.44788745045661926
bg,0.5261571407318115,-0.30467507243156433,-0.3359937369823456,-0.4491193890571594
bg,0.5242089629173279,-0.3096969723701477,-0.3505352735519409,-0.4461914002895355
bg,0.5128816366195679,-0.31539881229400635,-0.338026225566864,-0.44641292095184326
bg,0.5228023529052734,-0.31012243032455444,-0.34373822808265686,-0.44772812724113464
bg,0.5247964859008789,-0.3100380599498749,-0.3494090139865875,-0.44930195808410645
bg,0.5190483331680298,-0.31589192152023315,-0.35454973578453064,-0.4490872323513031
bg,0.520846962928772,-0.3143315017223358,-0.34838446974754333,-0.44937312602996826
bg,0.5190427899360657,-0.31856101751327515,-0.33636176586151123,-0.44621193408966064
bg,0.5229963064193726,-0.3142474889755249,-0.3365495204925537,-0.44821909070014954
bg,0.5118657946586609,-0.32192525267601013,-0.3423607051372528,-0.45005711913108826
bg,0.5125835537910461,-0.32174259424209595,-0.3478212058544159,-0.4460753798484802
bg,0.5161556601524353,-0.31698593497276306,-0.35538116097450256,-0.4466993808746338
bg,0.521867573261261,-0.313355028629303,-0.34770217537879944,-0.4458464980125427
bg,0.5217154622077942,-0.31012144684791565,-0.3222143054008484,-0.4520818889141083
bg,0.5250352025032043,-0.30718523263931274,-0.32641032338142395,-0.43980881571769714
bg,0.5344555377960205,-0.33887311816215515,-0.32487252354621887,-0.4376643896102905
bg,0.5191242098808289,-0.31888559460639954,-0.36275291442871094,-0.4289006292819977
bg,0.5362215638160706,-0.33298197388648987,-0.34390366077423096,-0.4449770450592041
bg,0.5298446416854858,-0.3089520037174225,-0.35643982887268066,-0.4439539313316345
bg,0.5299952030181885,-0.3318578004837036,-0.33872973918914795,-0.4403219223022461
bg,0.5242676734924316,-0.3240680396556854,-0.35214120149612427,-0.4459340572357178
bg,0.5224120616912842,-0.3287560045719147,-0.3482399880886078,-0.45382463932037354
bg,0.5135729312896729,-0.3303464353084564,-0.34267544746398926,-0.45950984954833984
bg,0.5209513306617737,-0.3341638147830963,-0.3415318727493286,-0.4570278525352478
bg,0.5249142050743103,-0.3213978409767151,-0.3465860188007355,-0.45494070649147034
bg,0.5222070813179016,-0.3228415250778198,-0.36167195439338684,-0.4543249011039734
bg,0.516264021396637,-0.32933175563812256,-0.3295931816101074,-0.4532524347305298
bg,0.5346908569335938,-0.3375229239463806,-0.3404337167739868,-0.4534659683704376
bg,0.5415370464324951,-0.3148816227912903,-0.37637364864349365,-0.44888582825660706
bg,0.5449256300926208,-0.3278639018535614,-0.4072185456752777,-0.4549819231033325
bg,0.5182728171348572,-0.33367234468460083,-0.35380715131759644,-0.4562104046344757
bg,0.517408549785614,-0.3323821723461151,-0.36540845036506653,-0.45642948150634766
bg,0.5165013074874878,-0.33438292145729065,-0.34088295698165894,-0.4581386148929596
bg,0.5254983901977539,-0.32393622398376465,-0.3583422303199768,-0.45227381587028503
bg,0.5301384925842285,-0.32226791977882385,-0.34806177020072937,-0.45154106616973877
bg,0.5315127372741699,-0.3335760533809662,-0.37450850009918213,-0.45049795508384705
bg,0.5190162062644958,-0.3312005400657654,-0.3576752841472626,-0.45719000697135925
bg,0.5221626162528992,-0.33205145597457886,-0.33439120650291443,-0.4458954632282257
bg,0.5236563682556152,-0.31610777974128723,-0.35594213008880615,-0.45181599259376526
bg,0.5127314925193787,-0.32294952869415283,-0.36680924892425537,-0.45427921414375305
bg,0.5089600682258606,-0.3402990996837616,-0.35146424174308777,-0.4588358998298645
bg,0.506702184677124,-0.3539333939552307,-0.32244041562080383,-0.46123194694519043
bg,0.5152767300605774,-0.3387148082256317,-0.35205936431884766,-0.4467666745185852
bg,0.5190554261207581,-0.3465840220451355,-0.33724403381347656,-0.463225394487381
bg,0.5207974314689636,-0.3358127772808075,-0.35853156447410583,-0.4533356726169586
bg,0.5206524133682251,-0.3319789171218872,-0.36467498540878296,-0.44664686918258667
bg,0.5197895169258118,-0.3352039158344269,-0.36249056458473206,-0.4479767680168152
bg,0.524878978729248,-0.3247448205947876,-0.3557955026626587,-0.44641172885894775
bg,0.5169488191604614,-0.32038700580596924,-0.34990572929382324,-0.4468475878238678
bg,0.5260179042816162,-0.32827699184417725,-0.35536161065101624,-0.45342499017715454
bg,0.5313884615898132,-0.31808924674987793,-0.3595948815345764,-0.44369107484817505
bg,0.5164395570755005,-0.32907819747924805,-0.3757965564727783,-0.447297602891922
bg,0.5294881463050842,-0.34427133202552795,-0.28396540880203247,-0.4581734836101532
bg,0.5382976531982422,-0.32136914134025574,-0.37742674350738525,-0.4624778926372528
bg,0.5153127312660217,-0.33781662583351135,-0.36311548948287964,-0.4555535614490509
bg,0.534132182598114,-0.3379984498023987,-0.3408987820148468,-0.46133485436439514
bg,0.5334395170211792,-0.32614612579345703,-0.3512425422668457,-0.45220619440078735
bg,0.5206432938575745,-0.3319486081600189,-0.3718856871128082,-0.4504048824310303
bg,0.5265483856201172,-0.3261713981628418,-0.3320925235748291,-0.4513380825519562
bg,0.5363275408744812,-0.33485642075538635,-0.35677847266197205,-0.45566901564598083
bg,0.5127833485603333,-0.3325279653072357,-0.35659778118133545,-0.45108482241630554
bg,0.5231128334999084,-0.32206952571868896,-0.37276893854141235,-0.4598366916179657
bg,0.517421543598175,-0.3307199478149414,-0.3726738393306732,-0.45745107531547546
bg,0.5214844346046448,-0.32782086730003357,-0.3464438021183014,-0.44899508357048035
bg,0.5292283296585083,-0.34690535068511963,-0.3289223313331604,-0.4568047821521759
bg,0.5414390563964844,-0.3302096724510193,-0.3558211326599121,-0.4494202435016632
bg,0.5191053748130798,-0.340549498796463,-0.34445473551750183,-0.4293678402900696
bg,0.5268474817276001,-0.32018589973449707,-0.3717966377735138,-0.4595129191875458
bg,0.5259332656860352,-0.34548279643058777,-0.3629518449306488,-0.4551733434200287
bg,0.5149957537651062,-0.328823983669281,-0.3554307222366333,-0.4459989368915558
bg,0.5143119692802429,-0.3349049389362335,-0.36501792073249817,-0.4481932520866394
bg,0.5231126546859741,-0.3360994756221771,-0.36194688081741333,-0.45335137844085693
bg,0.5198447704315186,-0.33421066403388977,-0.3574286103248596,-0.45426344871520996
bg,0.5130537748336792,-0.3218587040901184,-0.3167494833469391,-0.4590747058391571
bg,0.5091353058815002,-0.3399753272533417,-0.3558671176433563,-0.44723010063171387
bg,0.517468273639679,-0.33082115650177,-0.3552437424659729,-0.4406692087650299
bg,0.5298923254013062,-0.34007367491722107,-0.35472893714904785,-0.448253870010376
bg,0.5289424657821655,-0.3492918908596039,-0.3754989802837372,-0.4478279948234558
bg,0.5210740566253662,-0.32790252566337585,-0.36219051480293274,-0.4506671130657196
bg,0.5280579328536987,-0.327515184879303,-0.3551851809024811,-0.4434932470321655
bg,0.5299402475357056,-0.3285626769065857,-0.3344085216522217,-0.4498543441295624
bg,0.533843457698822,-0.3254902958869934,-0.3565908968448639,-0.4408230185508728
bg,0.5099402666091919,-0.3356144428253174,-0.34581509232521057,-0.44484972953796387
bg,0.5214283466339111,-0.3404320180416107,-0.3397834599018097,-0.4474887549877167
bg,0.5308021903038025,-0.32888728380203247,-0.35983964800834656,-0.4488238990306854
bg,0.5116928815841675,-0.3343583345413208,-0.35173994302749634,-0.45097342133522034
bg,0.5162721872329712,-0.32462552189826965,-0.362013578414917,-0.45002084970474243
bg,0.5092399716377258,-0.3398643136024475,-0.39211681485176086,-0.45142561197280884
bg,0.524565577507019,-0.3241023123264313,-0.3715847134590149,-0.458688884973526
bg,0.5209359526634216,-0.3313627541065216,-0.38933461904525757,-0.4586303234100342
bg,0.521663248538971,-0.33465367555618286,-0.3667919337749481,-0.4433877170085907
bg,0.531472384929657,-0.3242020606994629,-0.33811089396476746,-0.44381818175315857
bg,0.514866828918457,-0.31626060605049133,-0.353168785572052,-0.4408222734928131
bg,0.5283686518669128,-0.3094915449619293,-0.3651086688041687,-0.45268332958221436
bg,0.514036238193512,-0.33040785789489746,-0.3673367500305176,-0.4591260850429535
