class,feature0,feature1,feature2,feature3
bg,0.2922791540622711,-0.244222030043602,-0.2580277621746063,-0.2382732629776001
bg,0.28139418363571167,-0.24041177332401276,-0.27046769857406616,-0.23555327951908112
bg,0.29858604073524475,-0.23626670241355896,-0.24743151664733887,-0.23125189542770386
bg,0.3062669634819031,-0.23819047212600708,-0.2764289975166321,-0.23642854392528534
bg,0.3024756610393524,-0.2346424013376236,-0.2745306193828583,-0.2444857954978943
bg,0.2927297055721283,-0.2418062686920166,-0.2582050859928131,-0.24295270442962646
bg,0.29543811082839966,-0.25128018856048584,-0.300273060798645,-0.24859671294689178
bg,0.2869267463684082,-0.24107398092746735,-0.24330122768878937,-0.24484026432037354
bg,0.27012673020362854,-0.24981363117694855,-0.2845924198627472,-0.22793588042259216
bg,0.28936073184013367,-0.23661886155605316,-0.26601043343544006,-0.2156228870153427
bg,0.27178582549095154,-0.2441326081752777,-0.27202653884887695,-0.2334808111190796
bg,0.2767157554626465,-0.2391374409198761,-0.2507665455341339,-0.2317281812429428
bg,0.2716451585292816,-0.24068857729434967,-0.2658928632736206,-0.22639450430870056
bg,0.2669622004032135,-0.24197465181350708,-0.24349844455718994,-0.22153767943382263
bg,0.2732936143875122,-0.25178539752960205,-0.25201621651649475,-0.22712355852127075
bg,0.2782653570175171,-0.23793767392635345,-0.23801834881305695,-0.21462595462799072
bg,0.2796746492385864,-0.24582885205745697,-0.25376129150390625,-0.23138996958732605
bg,0.27869340777397156,-0.2291104942560196,-0.252089262008667,-0.21870234608650208
bg,0.27424341440200806,-0.24662970006465912,-0.24191969633102417,-0.22302763164043427
bg,0.2826857268810272,-0.23534654080867767,-0.25162550806999207,-0.22027982771396637
bg,0.28332385420799255,-0.23887643218040466,-0.24615663290023804,-0.2256503701210022
bg,0.27440133690834045,-0.2318354845046997,-0.25316476821899414,-0.21244508028030396
bg,0.2817276418209076,-0.241179421544075,-0.249278724193573,-0.2360391765832901
bg,0.2759464681148529,-0.2391790896654129,-0.23451155424118042,-0.21964745223522186
bg,0.277458518743515,-0.2532068192958832,-0.24293382465839386,-0.23270688951015472
bg,0.27932503819465637,-0.23836393654346466,-0.24128873646259308,-0.22263233363628387
bg,0.2722700238227844,-0.24414817988872528,-0.24176882207393646,-0.21864065527915955
bg,0.27752840518951416,-0.24440623819828033,-0.22938378155231476,-0.2147386223077774
bg,0.2834373116493225,-0.2521597146987915,-0.22514349222183228,-0.22446154057979584
bg,0.2906140089035034,-0.24730812013149261,-0.22614485025405884,-0.22048978507518768
bg,0.28446200489997864,-0.24238184094429016,-0.2451413869857788,-0.23464366793632507
bg,0.2938307821750641,-0.22322943806648254,-0.2527424991130829,-0.23673273622989655
bg,0.2902580797672272,-0.24972273409366608,-0.2551429271697998,-0.2050030678510666
bg,0.2505243420600891,-0.2654995322227478,-0.20315341651439667,-0.19902586936950684
bg,0.28151360154151917,-0.21815240383148193,-0.24587374925613403,-0.1483716070652008
bg,0.2786494791507721,-0.25825563073158264,-0.1831841617822647,-0.22586415708065033
bg,0.2790786623954773,-0.25201675295829773,-0.25781887769699097,-0.22281281650066376
bg,0.31809791922569275,-0.2313573956489563,-0.31985345482826233,-0.24309518933296204
bg,0.2848323881626129,-0.25480785965919495,-0.28940972685813904,-0.26173529028892517
bg,0.29156070947647095,-0.2526656687259674,-0.22434227168560028,-0.21079593896865845
bg,0.29227501153945923,-0.25067874789237976,-0.2601458728313446,-0.23722505569458008
bg,0.27465444803237915,-0.23518846929073334,-0.24850758910179138,-0.23317453265190125
bg,0.27827754616737366,-0.2475176900625229,-0.2511223554611206,-0.20340202748775482
bg,0.27216222882270813,-0.23766738176345825,-0.23858225345611572,-0.23332004249095917
bg,0.3073708117008209,-0.22472745180130005,-0.2661176919937134,-0.2236829549074173
bg,0.28630155324935913,-0.2317281812429428,-0.248125821352005,-0.23211009800434113
bg,0.29689472913742065,-0.23157209157943726,-0.25928032398223877,-0.22575634717941284
bg,0.27664363384246826,-0.23185373842716217,-0.2553359270095825,-0.2163926213979721
bg,0.2790800929069519,-0.2303674817085266,-0.25149619579315186,-0.21018151938915253
bg,0.2804218530654907,-0.22907359898090363,-0.27052736282348633,-0.21059316396713257
bg,0.264486700296402,-0.23367781937122345,-0.2918807864189148,-0.2438238114118576
bg,0.2694322168827057,-0.22656022012233734,-0.27817416191101074,-0.22405168414115906
bg,0.3167904019355774,-0.23082825541496277,-0.2603245675563812,-0.22968873381614685
bg,0.30380067229270935,-0.2389046549797058,-0.22140520811080933,-0.2652406096458435
bg,0.28020179271698,-0.2552710473537445,-0.3025001585483551,-0.23706622421741486
bg,0.20740532875061035,-0.282209187746048,-0.13541384041309357,-0.26440662145614624
bg,0.274882972240448,-0.24176278710365295,-0.2759062647819519,-0.23077872395515442
bg,0.27905890345573425,-0.24701932072639465,-0.2648404836654663,-0.21825197339057922
bg,0.2972666323184967,-0.22178447246551514,-0.3021451532840729,-0.24691106379032135
bg,0.31909334659576416,-0.23261836171150208,-0.2759025990962982,-0.2297193855047226
bg,0.26643526554107666,-0.27714139223098755,-0.23286187648773193,-0.21790142357349396
bg,0.23652426898479462,-0.281610369682312,-0.25369060039520264,-0.24862636625766754
bg,0.30938005447387695,-0.2435123771429062,-0.2838965356349945,-0.2456025332212448
bg,0.29053962230682373,-0.23138731718063354,-0.249500572681427,-0.24939748644828796
bg,0.2975749969482422,-0.23233357071876526,-0.28186529874801636,-0.22912247478961945
bg,0.2684530019760132,-0.22881905734539032,-0.26753899455070496,-0.23518183827400208
bg,0.29027003049850464,-0.22845458984375,-0.26569271087646484,-0.24917840957641602
bg,0.286933958530426,-0.23075726628303528,-0.25261494517326355,-0.2159879207611084
bg,0.296069860458374,-0.24385519325733185,-0.24236588180065155,-0.18965855240821838
bg,0.2904914617538452,-0.2321389764547348,-0.2929365634918213,-0.23345847427845
bg,0.29721418023109436,-0.23610049486160278,-0.27283766865730286,-0.22994501888751984
bg,0.29221275448799133,-0.23158851265907288,-0.2645808756351471,-0.2230910062789917
bg,0.28683242201805115,-0.23430095613002777,-0.26920056343078613,-0.22560976445674896
bg,0.2860772907733917,-0.2362755686044693,-0.2598939538002014,-0.2290012091398239
bg,0.2902686893939972,-0.23704007267951965,-0.26002874970436096,-0.2320174276828766
bg,0.2901405692100525,-0.2438628077507019,-0.24969209730625153,-0.2355787754058838
bg,0.2999120354652405,-0.2502445578575134,-0.23535890877246857,-0.23874936997890472
bg,0.26987379789352417,-0.23370195925235748,-0.2635211646556854,-0.21115334331989288
bg,0.28028497099876404,-0.2377386838197708,-0.2786307632923126,-0.23576925694942474
bg,0.2806006968021393,-0.23773479461669922,-0.2626708447933197,-0.21473801136016846
bg,0.3210287392139435,-0.2121143490076065,-0.2894870340824127,-0.17809057235717773
bg,0.27317526936531067,-0.24661707878112793,-0.2968103885650635,-0.22974051535129547
bg,0.27607905864715576,-0.22938400506973267,-0.2708112597465515,-0.23360659182071686
bg,0.28078222274780273,-0.25417232513427734,-0.2589115798473358,-0.23721598088741302
bg,0.2785464823246002,-0.21945582330226898,-0.23235836625099182,-0.20227576792240143
bg,0.2909754514694214,-0.23176097869873047,-0.2333751767873764,-0.2668408155441284
bg,0.2860931158065796,-0.2157142460346222,-0.280531644821167,-0.23185494542121887
bg,0.27335798740386963,-0.2584214508533478,-0.18639487028121948,-0.18126699328422546
bg,0.27347949147224426,-0.25344789028167725,-0.27290141582489014,-0.20494182407855988
bg,0.2877720296382904,-0.24320752918720245,-0.20868727564811707,-0.2136252373456955
bg,0.29403966665267944,-0.23501653969287872,-0.25521278381347656,-0.23815304040908813
bg,0.24635086953639984,-0.22592300176620483,-0.2771318554878235,-0.25340062379837036
bg,0.24814370274543762,-0.23990590870380402,-0.2581462562084198,-0.2243274301290512
bg,0.2889631688594818,-0.23780155181884766,-0.24802784621715546,-0.22849036753177643
bg,0.29376131296157837,-0.21882450580596924,-0.24829630553722382,-0.20320093631744385
bg,0.2768663763999939,-0.22455520927906036,-0.2634516656398773,-0.2169732004404068
bg,0.2931288778781891,-0.22083912789821625,-0.23003631830215454,-0.21167007088661194
bg,0.29486703872680664,-0.22826449573040009,-0.26557451486587524,-0.22456423938274384
bg,0.3018589913845062,-0.23428228497505188,-0.25245535373687744,-0.22287847101688385
bg,0.27319079637527466,-0.23986148834228516,-0.24533919990062714,-0.2290516048669815
bg,0.25615280866622925,-0.24155551195144653,-0.25006458163261414,-0.233882337808609
bg,0.2701723873615265,-0.2384372353553772,-0.246407151222229,-0.22481079399585724
bg,0.3097790479660034,-0.2339257001876831,-0.27377772331237793,-0.22245530784130096
bg,0.31869253516197205,-0.23310762643814087,-0.2633752226829529,-0.22131508588790894
bg,0.26560941338539124,-0.2409379482269287,-0.23743921518325806,-0.22243867814540863
bg,0.28343096375465393,-0.258786141872406,-0.2176118642091751,-0.22258299589157104
bg,0.2724393904209137,-0.2508658170700073,-0.23585505783557892,-0.23837199807167053
bg,0.28373175859451294,-0.2533697783946991,-0.22255222499370575,-0.22828659415245056
bg,0.274198979139328,-0.2592954635620117,-0.25678524374961853,-0.24462981522083282
bg,0.27521830797195435,-0.25851306319236755,-0.23514339327812195,-0.22042159736156464
bg,0.26497918367385864,-0.25779223442077637,-0.23732170462608337,-0.23951609432697296
bg,0.268369197845459,-0.255409836769104,-0.24240843951702118,-0.23467828333377838
bg,0.26888227462768555,-0.2536279857158661,-0.2690092921257019,-0.24637487530708313
bg,0.2744281589984894,-0.2610573470592499,-0.25180840492248535,-0.2382471114397049
bg,0.27966469526290894,-0.2526942193508148,-0.24124522507190704,-0.2314780056476593
bg,0.27761775255203247,-0.2390584945678711,-0.24543717503547668,-0.23376677930355072
bg,0.27630704641342163,-0.24626652896404266,-0.24828281998634338,-0.22319886088371277
bg,0.250209778547287,-0.2679920494556427,-0.17883791029453278,-0.27814698219299316
bg,0.25174134969711304,-0.23174966871738434,-0.22840049862861633,-0.23208969831466675
bg,0.2736165523529053,-0.24856530129909515,-0.2741924822330475,-0.2573985755443573
bg,0.28309690952301025,-0.25639352202415466,-0.27252158522605896,-0.2555835247039795
bg,0.28448668122291565,-0.23842844367027283,-0.2589564025402069,-0.23594221472740173
bg,0.26937252283096313,-0.26151686906814575,-0.24877072870731354,-0.23952288925647736
bg,0.2737343907356262,-0.2506800591945648,-0.2388792186975479,-0.23708374798297882
bg,0.27179697155952454,-0.25055527687072754,-0.26386240124702454,-0.24799798429012299
bg,0.2812863886356354,-0.2539292871952057,-0.25317126512527466,-0.22111856937408447
bg,0.276815801858902,-0.2556360363960266,-0.2528085708618164,-0.22832198441028595
bg,0.2760871350765228,-0.2480703592300415,-0.2277102917432785,-0.23296113312244415
bg,0.2731873393058777,-0.2516447603702545,-0.24089108407497406,-0.2198621779680252
bg,0.2741228938102722,-0.24703730642795563,-0.26692676544189453,-0.2295282483100891
bg,0.27419912815093994,-0.249516099691391,-0.24588553607463837,-0.2287478744983673
bg,0.2882297933101654,-0.24363495409488678,-0.2610078752040863,-0.23266227543354034
bg,0.2891114056110382,-0.24736781418323517,-0.22757068276405334,-0.2363569587469101
bg,0.26971200108528137,-0.25847381353378296,-0.2954370081424713,-0.24417784810066223
bg,0.27564918994903564,-0.28099268674850464,-0.2477724701166153,-0.24516890943050385
bg,0.2710948884487152,-0.2678850293159485,-0.25234538316726685,-0.23565059900283813
bg,0.2796521782875061,-0.24544896185398102,-0.25156399607658386,-0.20937606692314148
bg,0.26677218079566956,-0.23859897255897522,-0.22985957562923431,-0.22016020119190216
bg,0.2927854657173157,-0.23592373728752136,-0.23211422562599182,-0.23365971446037292
bg,0.2579411566257477,-0.23203158378601074,-0.2513240575790405,-0.21988926827907562
bg,0.27084213495254517,-0.22917340695858002,-0.2469513863325119,-0.22586117684841156
bg,0.272990882396698,-0.2217646986246109,-0.2356393039226532,-0.2207435518503189
bg,0.28183844685554504,-0.2243805229663849,-0.2592977285385132,-0.2290065437555313
bg,0.27211427688598633,-0.22759781777858734,-0.25318366289138794,-0.23149515688419342
bg,0.2857914865016937,-0.22493264079093933,-0.2571859061717987,-0.22596953809261322
bg,0.2784281373023987,-0.22704993188381195,-0.26448455452919006,-0.2262926548719406
bg,0.30003488063812256,-0.22664359211921692,-0.2541889548301697,-0.22224245965480804
bg,0.28040438890457153,-0.22363848984241486,-0.25086718797683716,-0.23562875390052795
bg,0.2875235974788666,-0.23047557473182678,-0.23442739248275757,-0.2379211038351059
bg,0.27666962146759033,-0.22844621539115906,-0.23013688623905182,-0.22196552157402039
bg,0.2881724536418915,-0.2343440055847168,-0.2483343631029129,-0.23919765651226044
bg,0.2931404113769531,-0.22568795084953308,-0.23633985221385956,-0.2189939022064209
bg,0.2835178077220917,-0.22390319406986237,-0.25926265120506287,-0.23255322873592377
bg,0.26422038674354553,-0.23562602698802948,-0.2452520728111267,-0.23302987217903137
bg,0.27052411437034607,-0.22353936731815338,-0.24958069622516632,-0.23088932037353516
bg,0.28701409697532654,-0.2234293520450592,-0.2618158757686615,-0.2176160365343094
bg,0.2950842082500458,-0.21755921840667725,-0.24990925192832947,-0.22158928215503693
bg,0.3023224472999573,-0.22590386867523193,-0.27668145298957825,-0.20778340101242065
bg,0.28399381041526794,-0.2276802510023117,-0.24802511930465698,-0.23651361465454102
bg,0.29103273153305054,-0.21856237947940826,-0.23954486846923828,-0.23191553354263306
bg,0.27542781829833984,-0.22292748093605042,-0.22190739214420319,-0.21476860344409943
bg,0.2987302541732788,-0.23985721170902252,-0.23443308472633362,-0.20753107964992523
bg,0.2746528089046478,-0.23525650799274445,-0.26189422607421875,-0.19924834370613098
bg,0.312142014503479,-0.2570485472679138,-0.2349034696817398,-0.2623280882835388
bg,0.29327392578125,-0.2366405427455902,-0.2530026435852051,-0.2272409051656723
bg,0.3033847510814667,-0.23303109407424927,-0.2613186538219452,-0.22509749233722687
bg,0.28791362047195435,-0.2570692300796509,-0.26450520753860474,-0.23697669804096222
bg,0.3167494535446167,-0.23595526814460754,-0.2615289092063904,-0.23715128004550934
bg,0.27320465445518494,-0.2454226166009903,-0.2751893103122711,-0.23981787264347076
bg,0.2840289771556854,-0.23446162045001984,-0.24452900886535645,-0.22387854754924774
bg,0.290181040763855,-0.24544480443000793,-0.2694786787033081,-0.239202082157135
bg,0.29175642132759094,-0.2428147941827774,-0.28933805227279663,-0.2499188482761383
bg,0.282700777053833,-0.24999238550662994,-0.26724913716316223,-0.22242148220539093
bg,0.2980749309062958,-0.2307845801115036,-0.264382004737854,-0.23263810575008392
bg,0.2792675495147705,-0.23150910437107086,-0.26952919363975525,-0.23368674516677856
bg,0.2768445611000061,-0.24040570855140686,-0.27363577485084534,-0.24255040287971497
bg,0.2860862910747528,-0.24058593809604645,-0.26227328181266785,-0.23620398342609406
bg,0.28192228078842163,-0.24068011343479156,-0.26128315925598145,-0.2309228479862213
bg,0.26945218443870544,-0.25510621070861816,-0.20331451296806335,-0.25872865319252014
bg,0.2890074551105499,-0.2554604709148407,-0.2553316056728363,-0.24294595420360565
bg,0.32971540093421936,-0.2358519434928894,-0.23464232683181763,-0.2239675372838974
bg,0.26241862773895264,-0.23469214141368866,-0.2559140920639038,-0.2376076579093933
bg,0.27984073758125305,-0.26595667004585266,-0.2604255676269531,-0.24211539328098297
bg,0.29933926463127136,-0.21826139092445374,-0.2628192901611328,-0.2224559336900711
bg,0.26050838828086853,-0.2324477881193161,-0.2607782781124115,-0.23760609328746796
bg,0.3099936544895172,-0.22444364428520203,-0.27220964431762695,-0.23099897801876068
bg,0.2530456781387329,-0.2491343468427658,-0.26177677512168884,-0.2517506778240204
bg,0.2710394263267517,-0.2430829554796219,-0.27506813406944275,-0.21396344900131226
bg,0.29137101769447327,-0.2620578408241272,-0.2973012924194336,-0.23982685804367065
bg,0.2643689215183258,-0.23362702131271362,-0.25253093242645264,-0.2207934856414795
bg,0.2796452045440674,-0.25836530327796936,-0.23079504072666168,-0.22585059702396393
bg,0.2962403893470764,-0.26534584164619446,-0.19007273018360138,-0.22357207536697388
bg,0.28672781586647034,-0.23292957246303558,-0.26749590039253235,-0.2356719970703125
bg,0.2908358573913574,-0.24694132804870605,-0.26964595913887024,-0.22651517391204834
bg,0.2922651171684265,-0.2457389235496521,-0.24688880145549774,-0.23947399854660034
bg,0.27607643604278564,-0.23632188141345978,-0.2822565734386444,-0.24174465239048004
bg,0.29855960607528687,-0.23352251946926117,-0.3043687641620636,-0.24529114365577698
bg,0.2626771330833435,-0.2411869317293167,-0.257625550031662,-0.21995548903942108
bg,0.2939155399799347,-0.23336653411388397,-0.2644740343093872,-0.2292933315038681
bg,0.28012344241142273,-0.23689055442810059,-0.26774340867996216,-0.2338087111711502
bg,0.283805787563324,-0.23763994872570038,-0.2730092406272888,-0.23056767880916595
bg,0.28273558616638184,-0.24283161759376526,-0.26504915952682495,-0.22484731674194336
bg,0.28421440720558167,-0.24230258166790009,-0.25884124636650085,-0.23478659987449646
bg,0.281033456325531,-0.2409135103225708,-0.26761510968208313,-0.24215880036354065
bg,0.280985027551651,-0.2382735013961792,-0.2659364938735962,-0.23875075578689575
bg,0.2739833891391754,-0.24111905694007874,-0.2903783917427063,-0.24319492280483246
bg,0.2910829186439514,-0.24471625685691833,-0.26518625020980835,-0.24724963307380676
bg,0.25781354308128357,-0.24434594810009003,-0.28306058049201965,-0.2532237768173218
bg,0.27715522050857544,-0.25155577063560486,-0.2680272161960602,-0.2458389699459076
bg,0.2612784504890442,-0.24234476685523987,-0.23806612193584442,-0.2789473831653595
bg,0.28763332962989807,-0.23982809484004974,-0.2910083532333374,-0.22265926003456116
bg,0.3266521692276001,-0.24631471931934357,-0.254745751619339,-0.211128368973732
bg,0.30442148447036743,-0.2493716925382614,-0.3036973178386688,-0.2435305267572403
bg,0.2738246023654938,-0.25909852981567383,-0.2506377696990967,-0.20155341923236847
bg,0.26591846346855164,-0.2153474986553192,-0.2866029739379883,-0.21379190683364868
bg,0.2764953672885895,-0.2608439326286316,-0.20057503879070282,-0.21131524443626404
bg,0.2705845534801483,-0.26203277707099915,-0.2299189269542694,-0.23237286508083344
bg,0.26548680663108826,-0.24558603763580322,-0.2702484726905823,-0.2308630645275116
bg,0.270073264837265,-0.21425949037075043,-0.26251861453056335,-0.21318507194519043
bg,0.2769668996334076,-0.25059419870376587,-0.2433861345052719,-0.2143765687942505
bg,0.29039466381073,-0.2695043981075287,-0.2737056314945221,-0.2201489508152008
bg,0.28631487488746643,-0.25392165780067444,-0.26426276564598083,-0.23979611694812775
bg,0.27249231934547424,-0.2636018693447113,-0.2919432520866394,-0.22202546894550323
bg,0.2894189953804016,-0.24489590525627136,-0.27032190561294556,-0.23013100028038025
bg,0.26930108666419983,-0.24739426374435425,-0.28298479318618774,-0.24759770929813385
bg,0.28881463408470154,-0.241694375872612,-0.26384711265563965,-0.22723841667175293
bg,0.2693973183631897,-0.22984860837459564,-0.2750740051269531,-0.2171110361814499
bg,0.2837984263896942,-0.24523818492889404,-0.28399890661239624,-0.2344680279493332
bg,0.29174861311912537,-0.23291046917438507,-0.3017752468585968,-0.23745512962341309
bg,0.29261237382888794,-0.22342246770858765,-0.23096613585948944,-0.22041209042072296
bg,0.3016048073768616,-0.23705337941646576,-0.24081473052501678,-0.2114623785018921
bg,0.28862398862838745,-0.24779200553894043,-0.28315407037734985,-0.2411276400089264
bg,0.27031299471855164,-0.26326894760131836,-0.28739044070243835,-0.23040498793125153
bg,0.30242133140563965,-0.22895902395248413,-0.23436494171619415,-0.23528629541397095
bg,0.26576459407806396,-0.2567066550254822,-0.24442288279533386,-0.18963904678821564
bg,0.2811299264431,-0.23329061269760132,-0.2390456199645996,-0.22535759210586548
bg,0.2661600112915039,-0.24479904770851135,-0.24112719297409058,-0.23547318577766418
bg,0.29199427366256714,-0.22866515815258026,-0.2579162120819092,-0.23122063279151917
bg,0.27544015645980835,-0.2393810898065567,-0.2668662667274475,-0.22991523146629333
bg,0.27565842866897583,-0.23888137936592102,-0.2526070177555084,-0.23501238226890564
